Song,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Loved,levitation room,spotify:track:7xFs8MqB2wPmqsfkaARWfM,0.445,0.79,5,-7.148,0,0.0369,8.08e-05,0.126,0.346,0.854,124.084,audio_features,7xFs8MqB2wPmqsfkaARWfM,https://api.spotify.com/v1/tracks/7xFs8MqB2wPmqsfkaARWfM,https://api.spotify.com/v1/audio-analysis/7xFs8MqB2wPmqsfkaARWfM,231173,4
Move on Up,The Dynamics,spotify:track:2WaesAINqa4dKnLVu8JQKS,0.845,0.769,11,-7.838,0,0.036,0.146,0.355,0.0917,0.969,145.985,audio_features,2WaesAINqa4dKnLVu8JQKS,https://api.spotify.com/v1/tracks/2WaesAINqa4dKnLVu8JQKS,https://api.spotify.com/v1/audio-analysis/2WaesAINqa4dKnLVu8JQKS,292571,4
Sunshine,Mother Funk,spotify:track:5Exb0O5qFhkDplIAugJFXw,0.496,0.36,7,-11.264,1,0.0279,0.831,0.886,0.116,0.142,63.064,audio_features,5Exb0O5qFhkDplIAugJFXw,https://api.spotify.com/v1/tracks/5Exb0O5qFhkDplIAugJFXw,https://api.spotify.com/v1/audio-analysis/5Exb0O5qFhkDplIAugJFXw,233812,4
Ace of Aces,The Fearless Flyers,spotify:track:1SlkhRMOEJp97Ho0BaIOkj,0.721,0.848,6,-9.67,0,0.0648,0.0426,0.95,0.15,0.896,105.605,audio_features,1SlkhRMOEJp97Ho0BaIOkj,https://api.spotify.com/v1/tracks/1SlkhRMOEJp97Ho0BaIOkj,https://api.spotify.com/v1/audio-analysis/1SlkhRMOEJp97Ho0BaIOkj,124565,4
One Last Time,Summer Salt,spotify:track:5uuWDZStMaeGI6RoaXGct1,0.71,0.359,1,-10.925,1,0.0281,0.754,0.228,0.0894,0.434,109.989,audio_features,5uuWDZStMaeGI6RoaXGct1,https://api.spotify.com/v1/tracks/5uuWDZStMaeGI6RoaXGct1,https://api.spotify.com/v1/audio-analysis/5uuWDZStMaeGI6RoaXGct1,217636,3
Gotta Get Away,Vista Kicks,spotify:track:4zZevibls6fNqpMGK7ItPN,0.721,0.802,6,-5.502,1,0.0366,0.0638,0.0293,0.137,0.901,122.985,audio_features,4zZevibls6fNqpMGK7ItPN,https://api.spotify.com/v1/tracks/4zZevibls6fNqpMGK7ItPN,https://api.spotify.com/v1/audio-analysis/4zZevibls6fNqpMGK7ItPN,230000,4
Happy Man - triple j Like A Version,LAUREL,spotify:track:4PCaCqPu2jGoPaUCUUfuDc,0.702,0.413,10,-10.014,0,0.051,0.232,1.06e-05,0.0936,0.436,101.848,audio_features,4PCaCqPu2jGoPaUCUUfuDc,https://api.spotify.com/v1/tracks/4PCaCqPu2jGoPaUCUUfuDc,https://api.spotify.com/v1/audio-analysis/4PCaCqPu2jGoPaUCUUfuDc,203158,4
South Coast,LAUREL,spotify:track:06njIRwBH8XekJjlffyYKZ,0.703,0.703,0,-5.786,1,0.0718,0.655,0.0,0.0618,0.463,125.423,audio_features,06njIRwBH8XekJjlffyYKZ,https://api.spotify.com/v1/tracks/06njIRwBH8XekJjlffyYKZ,https://api.spotify.com/v1/audio-analysis/06njIRwBH8XekJjlffyYKZ,237594,4
Same Mistakes,LAUREL,spotify:track:6hEvwYmN6eDINAGAYEjG6E,0.572,0.738,0,-4.457,1,0.0548,0.119,1.23e-05,0.195,0.475,100.316,audio_features,6hEvwYmN6eDINAGAYEjG6E,https://api.spotify.com/v1/tracks/6hEvwYmN6eDINAGAYEjG6E,https://api.spotify.com/v1/audio-analysis/6hEvwYmN6eDINAGAYEjG6E,265543,4
Nellie,Dr. Dog,spotify:track:1aRvUHgMe9ichgcHAAs12f,0.506,0.526,4,-9.936,1,0.0285,0.334,0.000539,0.0907,0.591,129.641,audio_features,1aRvUHgMe9ichgcHAAs12f,https://api.spotify.com/v1/tracks/1aRvUHgMe9ichgcHAAs12f,https://api.spotify.com/v1/audio-analysis/1aRvUHgMe9ichgcHAAs12f,217613,4
Life Worth Living,LAUREL,spotify:track:5vMGlpNQvdcsioSCmRQSux,0.709,0.604,5,-5.099,0,0.0414,0.561,2.38e-06,0.0968,0.392,101.884,audio_features,5vMGlpNQvdcsioSCmRQSux,https://api.spotify.com/v1/tracks/5vMGlpNQvdcsioSCmRQSux,https://api.spotify.com/v1/audio-analysis/5vMGlpNQvdcsioSCmRQSux,244561,4
Maybe Baby,LAUREL,spotify:track:1HfhnhDgud9X8SjLOsu0oB,0.577,0.702,8,-4.462,1,0.0704,0.625,2.49e-06,0.035,0.92,204.054,audio_features,1HfhnhDgud9X8SjLOsu0oB,https://api.spotify.com/v1/tracks/1HfhnhDgud9X8SjLOsu0oB,https://api.spotify.com/v1/audio-analysis/1HfhnhDgud9X8SjLOsu0oB,179080,4
Sun is Burning,Naxatras,spotify:track:6RLlof6VobUd9VZMI93bGn,0.414,0.422,2,-13.247,1,0.0399,0.357,0.414,0.0543,0.349,121.434,audio_features,6RLlof6VobUd9VZMI93bGn,https://api.spotify.com/v1/tracks/6RLlof6VobUd9VZMI93bGn,https://api.spotify.com/v1/audio-analysis/6RLlof6VobUd9VZMI93bGn,325265,4
Blood Red Sentimental Blues,Cotton Jones,spotify:track:6m2OUSC736AxOVJ3W0FcEr,0.566,0.716,10,-6.254,1,0.0253,0.218,3.3e-06,0.185,0.679,92.982,audio_features,6m2OUSC736AxOVJ3W0FcEr,https://api.spotify.com/v1/tracks/6m2OUSC736AxOVJ3W0FcEr,https://api.spotify.com/v1/audio-analysis/6m2OUSC736AxOVJ3W0FcEr,276333,4
The Rock Doc,Fruit Bats,spotify:track:7aBGmvIMPhysITXJU2q3g7,0.862,0.23,0,-21.312,1,0.0556,0.359,0.000143,0.103,0.549,126.015,audio_features,7aBGmvIMPhysITXJU2q3g7,https://api.spotify.com/v1/tracks/7aBGmvIMPhysITXJU2q3g7,https://api.spotify.com/v1/audio-analysis/7aBGmvIMPhysITXJU2q3g7,221255,4
Miss Shiney,Kaiit,spotify:track:4QnKrqFiQwzKXOJ5sOk53u,0.749,0.566,1,-7.793,1,0.268,0.409,0.0,0.0918,0.795,72.008,audio_features,4QnKrqFiQwzKXOJ5sOk53u,https://api.spotify.com/v1/tracks/4QnKrqFiQwzKXOJ5sOk53u,https://api.spotify.com/v1/audio-analysis/4QnKrqFiQwzKXOJ5sOk53u,192000,5
Nuketown,Tiana Khasi,spotify:track:5gggRsiIXKa2eGNVvgTB04,0.626,0.76,10,-8.708,0,0.0447,0.849,0.167,0.16,0.531,119.993,audio_features,5gggRsiIXKa2eGNVvgTB04,https://api.spotify.com/v1/tracks/5gggRsiIXKa2eGNVvgTB04,https://api.spotify.com/v1/audio-analysis/5gggRsiIXKa2eGNVvgTB04,239566,4
Rocket Flare,Amen Dunes,spotify:track:0vZy4m62wxUhxpEpQUCl5E,0.397,0.65,9,-8.632,0,0.0358,0.961,0.922,0.0713,0.233,131.185,audio_features,0vZy4m62wxUhxpEpQUCl5E,https://api.spotify.com/v1/tracks/0vZy4m62wxUhxpEpQUCl5E,https://api.spotify.com/v1/audio-analysis/0vZy4m62wxUhxpEpQUCl5E,233360,4
Travelin' Light,J.J. Cale,spotify:track:6TXAZHsvrI7Ki20wTZAeu7,0.716,0.456,1,-15.715,0,0.0393,0.328,0.918,0.1,0.783,121.762,audio_features,6TXAZHsvrI7Ki20wTZAeu7,https://api.spotify.com/v1/tracks/6TXAZHsvrI7Ki20wTZAeu7,https://api.spotify.com/v1/audio-analysis/6TXAZHsvrI7Ki20wTZAeu7,170667,4
Can You Get to That,Funkadelic,spotify:track:2liDEMyPVzDDLXKUnyiznA,0.689,0.83,8,-8.774,1,0.0954,0.539,0.0,0.0882,0.815,140.732,audio_features,2liDEMyPVzDDLXKUnyiznA,https://api.spotify.com/v1/tracks/2liDEMyPVzDDLXKUnyiznA,https://api.spotify.com/v1/audio-analysis/2liDEMyPVzDDLXKUnyiznA,171560,4
This Must Be The Place (Naive Melody) - Live from Spotify London,LAUREL,spotify:track:0TpNUTs9dLbOfQe6BZNLoV,0.587,0.165,5,-8.827,0,0.0331,0.949,2.99e-05,0.668,0.396,104.184,audio_features,0TpNUTs9dLbOfQe6BZNLoV,https://api.spotify.com/v1/tracks/0TpNUTs9dLbOfQe6BZNLoV,https://api.spotify.com/v1/audio-analysis/0TpNUTs9dLbOfQe6BZNLoV,227949,4
Sun King,LAUREL,spotify:track:2EvOCt1Crgp7tQeuuRxzIg,0.523,0.194,5,-5.778,0,0.0364,0.959,0.0,0.158,0.105,110.172,audio_features,2EvOCt1Crgp7tQeuuRxzIg,https://api.spotify.com/v1/tracks/2EvOCt1Crgp7tQeuuRxzIg,https://api.spotify.com/v1/audio-analysis/2EvOCt1Crgp7tQeuuRxzIg,250628,4
Sense,King Gizzard & The Lizard Wizard,spotify:track:56ERYMgmpcRDUr36p5wYE7,0.535,0.6,5,-9.138,0,0.279,0.505,0.316,0.188,0.653,202.076,audio_features,56ERYMgmpcRDUr36p5wYE7,https://api.spotify.com/v1/tracks/56ERYMgmpcRDUr36p5wYE7,https://api.spotify.com/v1/audio-analysis/56ERYMgmpcRDUr36p5wYE7,210653,4
Ruby,Ali Farka Touré,spotify:track:56K7H3Ipsce0Csn2v4u8kZ,0.361,0.31,9,-12.102,1,0.0398,0.802,0.687,0.128,0.408,177.659,audio_features,56K7H3Ipsce0Csn2v4u8kZ,https://api.spotify.com/v1/tracks/56K7H3Ipsce0Csn2v4u8kZ,https://api.spotify.com/v1/audio-analysis/56K7H3Ipsce0Csn2v4u8kZ,355840,4
Register Girl,Sweetheart,spotify:track:3ibni3TQ1M9S8tciqbXU4I,0.677,0.373,1,-14.525,0,0.149,0.299,3.16e-06,0.364,0.497,155.935,audio_features,3ibni3TQ1M9S8tciqbXU4I,https://api.spotify.com/v1/tracks/3ibni3TQ1M9S8tciqbXU4I,https://api.spotify.com/v1/audio-analysis/3ibni3TQ1M9S8tciqbXU4I,187030,3
3 on E,Vulfpeck,spotify:track:48Iq6k1seDMe2LprI8zKu0,0.782,0.825,11,-8.605,0,0.0436,0.0428,0.378,0.1,0.917,98.273,audio_features,48Iq6k1seDMe2LprI8zKu0,https://api.spotify.com/v1/tracks/48Iq6k1seDMe2LprI8zKu0,https://api.spotify.com/v1/audio-analysis/48Iq6k1seDMe2LprI8zKu0,177792,4
Hold,Vera Blue,spotify:track:1TS7DyCToFEBZseYjjR6Wv,0.315,0.491,6,-5.664,0,0.0346,0.121,3.04e-05,0.142,0.181,120.094,audio_features,1TS7DyCToFEBZseYjjR6Wv,https://api.spotify.com/v1/tracks/1TS7DyCToFEBZseYjjR6Wv,https://api.spotify.com/v1/audio-analysis/1TS7DyCToFEBZseYjjR6Wv,246147,4
Hawaiian Party,Cub Sport,spotify:track:13aTJyIiL95yMLU5df5jts,0.529,0.638,0,-7.104,1,0.0301,0.116,0.0,0.0964,0.504,169.96,audio_features,13aTJyIiL95yMLU5df5jts,https://api.spotify.com/v1/tracks/13aTJyIiL95yMLU5df5jts,https://api.spotify.com/v1/audio-analysis/13aTJyIiL95yMLU5df5jts,242007,4
Lazerhead,Sticky Fingers,spotify:track:2JW9C57nfxLLRIihbArVJ0,0.475,0.653,4,-6.109,1,0.0325,0.00582,0.0973,0.344,0.337,150.032,audio_features,2JW9C57nfxLLRIihbArVJ0,https://api.spotify.com/v1/tracks/2JW9C57nfxLLRIihbArVJ0,https://api.spotify.com/v1/audio-analysis/2JW9C57nfxLLRIihbArVJ0,354230,4
Runaway - Live On The Resolution Tour,Matt Corby,spotify:track:30CP95FedFG1EqiyaFMiK7,0.243,0.371,2,-8.807,1,0.0348,0.785,0.0292,0.0984,0.0397,113.781,audio_features,30CP95FedFG1EqiyaFMiK7,https://api.spotify.com/v1/tracks/30CP95FedFG1EqiyaFMiK7,https://api.spotify.com/v1/audio-analysis/30CP95FedFG1EqiyaFMiK7,384227,4
Conrad,Ben Howard,spotify:track:3NZLUgW1Y3UvQYFrJETeSd,0.579,0.313,9,-12.331,1,0.0269,0.909,0.39,0.0834,0.207,81.029,audio_features,3NZLUgW1Y3UvQYFrJETeSd,https://api.spotify.com/v1/tracks/3NZLUgW1Y3UvQYFrJETeSd,https://api.spotify.com/v1/audio-analysis/3NZLUgW1Y3UvQYFrJETeSd,368120,4
Slow Jam 1,King Gizzard & The Lizard Wizard,spotify:track:3ZoYlQOl3ewm2BSULB5RzG,0.422,0.732,6,-7.762,1,0.0892,0.353,0.808,0.365,0.734,175.43,audio_features,3ZoYlQOl3ewm2BSULB5RzG,https://api.spotify.com/v1/tracks/3ZoYlQOl3ewm2BSULB5RzG,https://api.spotify.com/v1/audio-analysis/3ZoYlQOl3ewm2BSULB5RzG,174564,4
Ai Du (with Ry Cooder),Ali Farka Touré,spotify:track:3c6wivu78aLN7ZXp8UbpaI,0.57,0.225,5,-17.168,0,0.029,0.306,0.0586,0.0689,0.408,151.78,audio_features,3c6wivu78aLN7ZXp8UbpaI,https://api.spotify.com/v1/tracks/3c6wivu78aLN7ZXp8UbpaI,https://api.spotify.com/v1/audio-analysis/3c6wivu78aLN7ZXp8UbpaI,429973,3
Warbé,Ali Farka Touré,spotify:track:3T5vxl7qadr3rh7YVV296S,0.594,0.221,4,-19.161,1,0.0478,0.937,0.914,0.353,0.372,148.34,audio_features,3T5vxl7qadr3rh7YVV296S,https://api.spotify.com/v1/tracks/3T5vxl7qadr3rh7YVV296S,https://api.spotify.com/v1/audio-analysis/3T5vxl7qadr3rh7YVV296S,291293,4
Ledi Coumbe,Ali Farka Touré,spotify:track:5Bxo3qKhyYk63E02M1wmYE,0.516,0.449,7,-9.044,1,0.0466,0.729,0.176,0.155,0.755,79.692,audio_features,5Bxo3qKhyYk63E02M1wmYE,https://api.spotify.com/v1/tracks/5Bxo3qKhyYk63E02M1wmYE,https://api.spotify.com/v1/audio-analysis/5Bxo3qKhyYk63E02M1wmYE,194240,4
Time (You and I),Khruangbin,spotify:track:2QoiyjegLQ3DWKBfFX9ihX,0.751,0.491,11,-13.677,1,0.045,0.00945,0.149,0.0708,0.926,105.408,audio_features,2QoiyjegLQ3DWKBfFX9ihX,https://api.spotify.com/v1/tracks/2QoiyjegLQ3DWKBfFX9ihX,https://api.spotify.com/v1/audio-analysis/2QoiyjegLQ3DWKBfFX9ihX,342189,4
Bohemian Idol,Lord Echo,spotify:track:29xf5nc1MstbSeMmoSqyHV,0.77,0.74,5,-7.847,1,0.0451,0.0418,0.338,0.0987,0.775,89.5,audio_features,29xf5nc1MstbSeMmoSqyHV,https://api.spotify.com/v1/tracks/29xf5nc1MstbSeMmoSqyHV,https://api.spotify.com/v1/audio-analysis/29xf5nc1MstbSeMmoSqyHV,352213,4
Friends,levitation room,spotify:track:43NI5sAcvDLG7QQAmUc7UU,0.639,0.509,2,-10.354,1,0.0288,0.002,0.000485,0.0834,0.739,100.157,audio_features,43NI5sAcvDLG7QQAmUc7UU,https://api.spotify.com/v1/tracks/43NI5sAcvDLG7QQAmUc7UU,https://api.spotify.com/v1/audio-analysis/43NI5sAcvDLG7QQAmUc7UU,217667,4
Ooh Child,levitation room,spotify:track:50TjpGe9OZbAsedWLipgxK,0.314,0.527,2,-7.762,1,0.028,0.00026,0.00188,0.0802,0.593,96.072,audio_features,50TjpGe9OZbAsedWLipgxK,https://api.spotify.com/v1/tracks/50TjpGe9OZbAsedWLipgxK,https://api.spotify.com/v1/audio-analysis/50TjpGe9OZbAsedWLipgxK,180152,4
"Withorwithout - from Hansa Studios, Berlin",Parcels,spotify:track:6GGXja13qA0BYNNAqgXQxS,0.817,0.623,0,-6.39,1,0.031,0.228,0.00345,0.308,0.7,104.987,audio_features,6GGXja13qA0BYNNAqgXQxS,https://api.spotify.com/v1/tracks/6GGXja13qA0BYNNAqgXQxS,https://api.spotify.com/v1/audio-analysis/6GGXja13qA0BYNNAqgXQxS,279557,4
"Tieduprightnow - from Hansa Studios, Berlin",Parcels,spotify:track:4cyygA6kLAF2H6QqwmACHd,0.809,0.539,5,-9.6,0,0.0368,0.0643,0.0536,0.173,0.728,103.016,audio_features,4cyygA6kLAF2H6QqwmACHd,https://api.spotify.com/v1/tracks/4cyygA6kLAF2H6QqwmACHd,https://api.spotify.com/v1/audio-analysis/4cyygA6kLAF2H6QqwmACHd,272817,4
Then Came the Last Days of May,Blue Öyster Cult,spotify:track:60TYdVs6TWIsAJ1MPRdv59,0.367,0.609,9,-11.221,0,0.0455,0.305,0.0256,0.196,0.445,149.394,audio_features,60TYdVs6TWIsAJ1MPRdv59,https://api.spotify.com/v1/tracks/60TYdVs6TWIsAJ1MPRdv59,https://api.spotify.com/v1/audio-analysis/60TYdVs6TWIsAJ1MPRdv59,210547,4
Ouchi Time,Kikagaku Moyo,spotify:track:3XdEQdyRovgYulI8AegJBu,0.386,0.708,2,-9.113,1,0.0392,0.448,0.485,0.188,0.341,109.737,audio_features,3XdEQdyRovgYulI8AegJBu,https://api.spotify.com/v1/tracks/3XdEQdyRovgYulI8AegJBu,https://api.spotify.com/v1/audio-analysis/3XdEQdyRovgYulI8AegJBu,221809,4
Jude,Didirri,spotify:track:68Do7IYHfNDYKypzgQUW46,0.413,0.205,0,-11.917,1,0.0267,0.361,2.23e-06,0.136,0.245,81.983,audio_features,68Do7IYHfNDYKypzgQUW46,https://api.spotify.com/v1/tracks/68Do7IYHfNDYKypzgQUW46,https://api.spotify.com/v1/audio-analysis/68Do7IYHfNDYKypzgQUW46,224893,4
Rock and Roll Doctor,Little Feat,spotify:track:3uvEsp3LWHowImpBbZnAtS,0.512,0.532,9,-12.432,1,0.0645,0.571,1.02e-06,0.157,0.846,75.75,audio_features,3uvEsp3LWHowImpBbZnAtS,https://api.spotify.com/v1/tracks/3uvEsp3LWHowImpBbZnAtS,https://api.spotify.com/v1/audio-analysis/3uvEsp3LWHowImpBbZnAtS,178667,4
Green Out,The Lips,spotify:track:1tTTUjyF7x4J7vkwx6zb5J,0.481,0.579,2,-8.524,1,0.0719,0.0392,0.00124,0.252,0.459,98.575,audio_features,1tTTUjyF7x4J7vkwx6zb5J,https://api.spotify.com/v1/tracks/1tTTUjyF7x4J7vkwx6zb5J,https://api.spotify.com/v1/audio-analysis/1tTTUjyF7x4J7vkwx6zb5J,354000,3
The Infamous Bill,Khruangbin,spotify:track:4BTp7Ad6LZMebeYc3gQIfP,0.661,0.837,7,-7.45,1,0.0369,0.0129,0.884,0.289,0.927,88.456,audio_features,4BTp7Ad6LZMebeYc3gQIfP,https://api.spotify.com/v1/tracks/4BTp7Ad6LZMebeYc3gQIfP,https://api.spotify.com/v1/audio-analysis/4BTp7Ad6LZMebeYc3gQIfP,250780,4
Teardrops,NEIL FRANCES,spotify:track:2sFysiLncRr14XfCZtcIGQ,0.871,0.72,11,-7.679,1,0.0413,0.171,0.0908,0.0686,0.832,92.006,audio_features,2sFysiLncRr14XfCZtcIGQ,https://api.spotify.com/v1/tracks/2sFysiLncRr14XfCZtcIGQ,https://api.spotify.com/v1/audio-analysis/2sFysiLncRr14XfCZtcIGQ,198332,4
Didn't I,Darondo,spotify:track:3xBGFVU2b2PV556Q3ebsQH,0.377,0.387,5,-11.688,1,0.029,0.89,0.427,0.108,0.644,149.126,audio_features,3xBGFVU2b2PV556Q3ebsQH,https://api.spotify.com/v1/tracks/3xBGFVU2b2PV556Q3ebsQH,https://api.spotify.com/v1/audio-analysis/3xBGFVU2b2PV556Q3ebsQH,209187,4
Easy Street,Amanaz,spotify:track:0HO2txMsboN8qpFYI0Gva5,0.746,0.33,1,-9.91,0,0.043,0.0192,9.42e-05,0.107,0.389,89.09,audio_features,0HO2txMsboN8qpFYI0Gva5,https://api.spotify.com/v1/tracks/0HO2txMsboN8qpFYI0Gva5,https://api.spotify.com/v1/audio-analysis/0HO2txMsboN8qpFYI0Gva5,213163,4
Shadow On The Wall,Video Age,spotify:track:4cYPMn4Cq1YKY0YcMAzBie,0.833,0.706,4,-7.788,0,0.0489,0.385,0.053,0.0638,0.963,105.095,audio_features,4cYPMn4Cq1YKY0YcMAzBie,https://api.spotify.com/v1/tracks/4cYPMn4Cq1YKY0YcMAzBie,https://api.spotify.com/v1/audio-analysis/4cYPMn4Cq1YKY0YcMAzBie,240925,4
Good Things,Tiana Khasi,spotify:track:4tzt4rkTvxXZY5y45O7xTp,0.525,0.215,1,-11.409,0,0.038,0.958,0.0512,0.107,0.146,80.042,audio_features,4tzt4rkTvxXZY5y45O7xTp,https://api.spotify.com/v1/tracks/4tzt4rkTvxXZY5y45O7xTp,https://api.spotify.com/v1/audio-analysis/4tzt4rkTvxXZY5y45O7xTp,173312,4
Juicy - 2007 Remaster,The Notorious B.I.G.,spotify:track:2b7FqlHc3JrzlYtGEkzq22,0.873,0.816,9,-4.645,1,0.256,0.483,0.0,0.146,0.79,96.067,audio_features,2b7FqlHc3JrzlYtGEkzq22,https://api.spotify.com/v1/tracks/2b7FqlHc3JrzlYtGEkzq22,https://api.spotify.com/v1/audio-analysis/2b7FqlHc3JrzlYtGEkzq22,301467,4
Can't Buy Happiness,Tash Sultana,spotify:track:6Y7Md7FWqDvWxu4jK6pM9K,0.385,0.231,8,-10.612,0,0.0309,0.858,0.00321,0.108,0.166,100.95,audio_features,6Y7Md7FWqDvWxu4jK6pM9K,https://api.spotify.com/v1/tracks/6Y7Md7FWqDvWxu4jK6pM9K,https://api.spotify.com/v1/audio-analysis/6Y7Md7FWqDvWxu4jK6pM9K,191760,4
Busy Earnin',Jungle,spotify:track:3g86N0SqyfxEVNMHlmW3RE,0.457,0.883,10,-5.61,0,0.0376,0.209,5.11e-06,0.0912,0.736,99.937,audio_features,3g86N0SqyfxEVNMHlmW3RE,https://api.spotify.com/v1/tracks/3g86N0SqyfxEVNMHlmW3RE,https://api.spotify.com/v1/audio-analysis/3g86N0SqyfxEVNMHlmW3RE,181773,4
Is He Your Man,Lime Cordiale,spotify:track:2ddm4Ghw3wHpt8xCtr11cZ,0.378,0.799,1,-6.77,1,0.0614,0.00387,0.00012,0.125,0.17,181.942,audio_features,2ddm4Ghw3wHpt8xCtr11cZ,https://api.spotify.com/v1/tracks/2ddm4Ghw3wHpt8xCtr11cZ,https://api.spotify.com/v1/audio-analysis/2ddm4Ghw3wHpt8xCtr11cZ,297818,4
waves - Tame Impala Remix,Miguel,spotify:track:3lB0GMiI5KxDbTOG8V3bOx,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,0.543,108.024,audio_features,3lB0GMiI5KxDbTOG8V3bOx,https://api.spotify.com/v1/tracks/3lB0GMiI5KxDbTOG8V3bOx,https://api.spotify.com/v1/audio-analysis/3lB0GMiI5KxDbTOG8V3bOx,253347,4
Lost in Your Love,Colyer,spotify:track:6cwhbYyFPDe7zoBJJCkYaf,0.582,0.517,4,-7.183,1,0.0317,0.228,0.133,0.0951,0.489,144.042,audio_features,6cwhbYyFPDe7zoBJJCkYaf,https://api.spotify.com/v1/tracks/6cwhbYyFPDe7zoBJJCkYaf,https://api.spotify.com/v1/audio-analysis/6cwhbYyFPDe7zoBJJCkYaf,257183,4
When I Grow Up - D.Lissvik,Fever Ray,spotify:track:7ik0Z7N4Clz0Ou2Hga0qBi,0.692,0.769,5,-6.206,1,0.0476,0.011,0.0135,0.447,0.826,92.025,audio_features,7ik0Z7N4Clz0Ou2Hga0qBi,https://api.spotify.com/v1/tracks/7ik0Z7N4Clz0Ou2Hga0qBi,https://api.spotify.com/v1/audio-analysis/7ik0Z7N4Clz0Ou2Hga0qBi,268122,4
Rock It,Little Red,spotify:track:2uVvdA2rIdY1kSO1khtEkg,0.718,0.532,5,-4.132,1,0.0298,0.0582,1.8e-06,0.0918,0.934,106.945,audio_features,2uVvdA2rIdY1kSO1khtEkg,https://api.spotify.com/v1/tracks/2uVvdA2rIdY1kSO1khtEkg,https://api.spotify.com/v1/audio-analysis/2uVvdA2rIdY1kSO1khtEkg,210160,4
People of the Red Sunset,B-Town Warriors,spotify:track:58r33Bx5v2yXPi7vAOt78v,0.74,0.897,9,-2.787,0,0.225,0.488,0.0,0.103,0.699,164.029,audio_features,58r33Bx5v2yXPi7vAOt78v,https://api.spotify.com/v1/tracks/58r33Bx5v2yXPi7vAOt78v,https://api.spotify.com/v1/audio-analysis/58r33Bx5v2yXPi7vAOt78v,217263,4
Roady,Fat Freddy's Drop,spotify:track:0YjzLMycuuUdrd4Kia1ySW,0.894,0.44,5,-9.556,0,0.161,0.0687,0.00108,0.168,0.809,86.506,audio_features,0YjzLMycuuUdrd4Kia1ySW,https://api.spotify.com/v1/tracks/0YjzLMycuuUdrd4Kia1ySW,https://api.spotify.com/v1/audio-analysis/0YjzLMycuuUdrd4Kia1ySW,429960,4
Window,Still Woozy,spotify:track:3hARuUtzTdUuWH1KiLJlSf,0.714,0.483,4,-9.378,0,0.195,0.436,2.3e-05,0.28,0.67,91.025,audio_features,3hARuUtzTdUuWH1KiLJlSf,https://api.spotify.com/v1/tracks/3hARuUtzTdUuWH1KiLJlSf,https://api.spotify.com/v1/audio-analysis/3hARuUtzTdUuWH1KiLJlSf,139293,4
Grandma's Rocket Poem,Troy Kingi,spotify:track:2xbgUUPfxWgDYtS8n6x16L,0.69,0.375,10,-10.236,1,0.0596,0.347,0.00203,0.0761,0.368,133.97,audio_features,2xbgUUPfxWgDYtS8n6x16L,https://api.spotify.com/v1/tracks/2xbgUUPfxWgDYtS8n6x16L,https://api.spotify.com/v1/audio-analysis/2xbgUUPfxWgDYtS8n6x16L,315979,4
You've Got The Love,Florence + The Machine,spotify:track:0fPf9CDFzVnHpcfld5XVtO,0.571,0.708,6,-4.74,1,0.0329,0.00407,0.0,0.125,0.398,109.899,audio_features,0fPf9CDFzVnHpcfld5XVtO,https://api.spotify.com/v1/tracks/0fPf9CDFzVnHpcfld5XVtO,https://api.spotify.com/v1/audio-analysis/0fPf9CDFzVnHpcfld5XVtO,168667,4
Black & Gold,Sam Sparro,spotify:track:3V45D1XTTyVZFN3liYuik6,0.614,0.696,4,-6.628,0,0.036,0.00472,6.79e-05,0.113,0.329,135.989,audio_features,3V45D1XTTyVZFN3liYuik6,https://api.spotify.com/v1/tracks/3V45D1XTTyVZFN3liYuik6,https://api.spotify.com/v1/audio-analysis/3V45D1XTTyVZFN3liYuik6,274427,4
Ho Hey,The Lumineers,spotify:track:5BSndweF91KDqyxANsZcQH,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,audio_features,5BSndweF91KDqyxANsZcQH,https://api.spotify.com/v1/tracks/5BSndweF91KDqyxANsZcQH,https://api.spotify.com/v1/audio-analysis/5BSndweF91KDqyxANsZcQH,163133,4
Shine,Take That,spotify:track:1hrsEHe39nYu1pJx0Nrxd7,0.581,0.852,8,-3.4,1,0.0372,0.0312,0.0,0.103,0.765,90.01,audio_features,1hrsEHe39nYu1pJx0Nrxd7,https://api.spotify.com/v1/tracks/1hrsEHe39nYu1pJx0Nrxd7,https://api.spotify.com/v1/audio-analysis/1hrsEHe39nYu1pJx0Nrxd7,211507,4
Not Nineteen Forever,Courteeners,spotify:track:19CIsQ1HElu4XHdLCMlSqu,0.402,0.92,2,-2.944,1,0.0408,0.000174,0.0,0.0807,0.297,139.793,audio_features,19CIsQ1HElu4XHdLCMlSqu,https://api.spotify.com/v1/tracks/19CIsQ1HElu4XHdLCMlSqu,https://api.spotify.com/v1/audio-analysis/19CIsQ1HElu4XHdLCMlSqu,243973,4
